"DAY_OF_MONTH","CARRIER","FL_NUM","ORIGIN","DEST","ARR_DEL15"
25,"9E",3317,"BUF","JFK",1
26,"9E",3317,"BUF","JFK",1
27,"9E",3317,"BUF","JFK",1
28,"9E",3317,"BUF","JFK",NA
29,"9E",3317,"BUF","JFK",0
30,"9E",3317,"BUF","JFK",NA
2,"9E",3318,"JFK","BUF",0
3,"9E",3318,"JFK","BUF",0
4,"9E",3318,"JFK","BUF",0
5,"9E",3318,"JFK","BUF",0
6,"9E",3318,"JFK","BUF",0
7,"9E",3318,"JFK","BUF",NA
9,"9E",3318,"JFK","BUF",0
10,"9E",3318,"JFK","BUF",1
11,"9E",3318,"JFK","BUF",0
12,"9E",3318,"JFK","BUF",0
13,"9E",3318,"JFK","BUF",NA
14,"9E",3318,"JFK","BUF",0
16,"9E",3318,"JFK","BUF",0
17,"9E",3318,"JFK","BUF",0
18,"9E",3318,"JFK","BUF",0
19,"9E",3318,"JFK","BUF",0
20,"9E",3318,"JFK","BUF",0
21,"9E",3318,"JFK","BUF",0
23,"9E",3318,"JFK","BUF",1
24,"9E",3318,"JFK","BUF",0
25,"9E",3318,"JFK","BUF",0
26,"9E",3318,"JFK","BUF",0
27,"9E",3318,"JFK","BUF",1
28,"9E",3318,"JFK","BUF",1
30,"9E",3318,"JFK","BUF",1
2,"9E",3319,"BUF","JFK",NA
3,"9E",3319,"BUF","JFK",0
4,"9E",3319,"BUF","JFK",0
5,"9E",3319,"BUF","JFK",0
6,"9E",3319,"BUF","JFK",0
7,"9E",3319,"BUF","JFK",1
9,"9E",3319,"BUF","JFK",0
10,"9E",3319,"JFK","BUF",0
11,"9E",3319,"JFK","BUF",1
12,"9E",3319,"JFK","BUF",0
13,"9E",3319,"JFK","BUF",0
14,"9E",3319,"JFK","BUF",0
15,"9E",3319,"JFK","BUF",0
16,"9E",3319,"JFK","BUF",0
17,"9E",3319,"JFK","BUF",0
18,"9E",3319,"JFK","BUF",0
19,"9E",3319,"JFK","BUF",0
20,"9E",3319,"JFK","BUF",0
21,"9E",3319,"JFK","BUF",1
22,"9E",3319,"JFK","BUF",1
23,"9E",3319,"JFK","BUF",1
24,"9E",3319,"JFK","BUF",0
25,"9E",3319,"JFK","BUF",0
26,"9E",3319,"JFK","BUF",0
27,"9E",3319,"JFK","BUF",NA
28,"9E",3319,"JFK","BUF",0
29,"9E",3319,"JFK","BUF",0
30,"9E",3319,"JFK","BUF",0
1,"9E",3451,"JAX","JFK",1
2,"9E",3451,"JAX","JFK",1
3,"9E",3451,"JAX","JFK",1
4,"9E",3451,"JAX","JFK",0
5,"9E",3451,"JAX","JFK",0
6,"9E",3451,"JAX","JFK",0
7,"9E",3451,"JAX","JFK",1
8,"9E",3451,"JAX","JFK",0
9,"9E",3451,"JAX","JFK",0
2,"9E",3455,"JFK","PIT",1
3,"9E",3455,"JFK","PIT",1
4,"9E",3455,"JFK","PIT",0
5,"9E",3455,"JFK","PIT",0
6,"9E",3455,"JFK","PIT",0
7,"9E",3455,"JFK","PIT",NA
9,"9E",3455,"JFK","PIT",0
1,"9E",3458,"BNA","JFK",1
2,"9E",3458,"BNA","JFK",NA
3,"9E",3458,"BNA","JFK",1
4,"9E",3458,"BNA","JFK",1
5,"9E",3458,"BNA","JFK",0
6,"9E",3458,"BNA","JFK",1
7,"9E",3458,"BNA","JFK",1
8,"9E",3458,"BNA","JFK",0
9,"9E",3458,"BNA","JFK",0
10,"9E",3458,"BNA","JFK",1
11,"9E",3458,"BNA","JFK",1
12,"9E",3458,"BNA","JFK",0
13,"9E",3458,"BNA","JFK",1
14,"9E",3458,"BNA","JFK",1
15,"9E",3458,"BNA","JFK",0
16,"9E",3458,"BNA","JFK",0
17,"9E",3458,"BNA","JFK",1
18,"9E",3458,"BNA","JFK",NA
19,"9E",3458,"BNA","JFK",0
20,"9E",3458,"BNA","JFK",1
21,"9E",3458,"BNA","JFK",1
22,"9E",3458,"BNA","JFK",0
23,"9E",3458,"BNA","JFK",1
24,"9E",3458,"BNA","JFK",NA
25,"9E",3458,"BNA","JFK",1
26,"9E",3458,"BNA","JFK",0
27,"9E",3458,"BNA","JFK",1
28,"9E",3458,"BNA","JFK",NA
29,"9E",3458,"BNA","JFK",0
30,"9E",3458,"BNA","JFK",NA
1,"9E",3459,"JFK","BNA",1
2,"9E",3459,"JFK","BNA",1
3,"9E",3459,"JFK","BNA",1
4,"9E",3459,"JFK","BNA",1
5,"9E",3459,"JFK","BNA",0
6,"9E",3459,"JFK","BNA",0
7,"9E",3459,"JFK","BNA",1
8,"9E",3459,"JFK","BNA",0
9,"9E",3459,"JFK","BNA",0
10,"9E",3459,"JFK","BNA",1
11,"9E",3459,"JFK","BNA",0
12,"9E",3459,"JFK","BNA",0
13,"9E",3459,"JFK","BNA",1
14,"9E",3459,"JFK","BNA",1
15,"9E",3459,"JFK","BNA",0
16,"9E",3459,"JFK","BNA",0
17,"9E",3459,"JFK","BNA",1
18,"9E",3459,"JFK","BNA",1
19,"9E",3459,"JFK","BNA",0
20,"9E",3459,"JFK","BNA",0
21,"9E",3459,"JFK","BNA",0
22,"9E",3459,"JFK","BNA",0
23,"9E",3459,"JFK","BNA",0
24,"9E",3459,"JFK","BNA",NA
25,"9E",3459,"JFK","BNA",1
26,"9E",3459,"JFK","BNA",0
27,"9E",3459,"JFK","BNA",1
28,"9E",3459,"JFK","BNA",0
29,"9E",3459,"JFK","BNA",1
30,"9E",3459,"JFK","BNA",1
1,"9E",3465,"JFK","BOS",0
2,"9E",3465,"JFK","BOS",0
3,"9E",3465,"JFK","BOS",0
4,"9E",3465,"JFK","BOS",0
5,"9E",3465,"JFK","BOS",0
6,"9E",3465,"JFK","BOS",0
7,"9E",3465,"JFK","BOS",0
8,"9E",3465,"JFK","BOS",1
9,"9E",3465,"JFK","BOS",0
10,"9E",3476,"JFK","DTW",1
11,"9E",3476,"JFK","DTW",1
12,"9E",3476,"JFK","DTW",0
13,"9E",3476,"JFK","DTW",1
14,"9E",3476,"JFK","DTW",1
15,"9E",3476,"JFK","DTW",NA
16,"9E",3476,"JFK","DTW",0
17,"9E",3476,"JFK","DTW",1
18,"9E",3476,"JFK","DTW",NA
19,"9E",3476,"JFK","DTW",0
20,"9E",3476,"JFK","DTW",1
21,"9E",3476,"JFK","DTW",1
22,"9E",3476,"JFK","DTW",1
23,"9E",3476,"JFK","DTW",0
24,"9E",3476,"JFK","DTW",NA
25,"9E",3476,"JFK","DTW",1
26,"9E",3476,"JFK","DTW",0
27,"9E",3476,"JFK","DTW",NA
28,"9E",3476,"JFK","DTW",NA
29,"9E",3476,"JFK","DTW",1
30,"9E",3476,"JFK","DTW",NA
10,"9E",3481,"MSY","JFK",1
11,"9E",3481,"MSY","JFK",1
12,"9E",3481,"MSY","JFK",0
13,"9E",3481,"MSY","JFK",NA
14,"9E",3481,"MSY","JFK",1
15,"9E",3481,"MSY","JFK",0
16,"9E",3481,"MSY","JFK",0
17,"9E",3481,"MSY","JFK",0
18,"9E",3481,"MSY","JFK",1
19,"9E",3481,"MSY","JFK",1
